Item #,CPT/HCPCS Code,Description,Modifier,NDC,UOM,NRV,Gross Charge,Cash price,Min insurance pmt,Max insurance pmt,"AARP/UHC MHMO - AARP Medicare Advantage Plans, Dual Complete Special Needs Plans, UnitedHealthcare Medicare Advantage PASSPORT, UnitedHealthcare Medicare Advantage PPO","Aetna Commercial - HMO, POS, PPO EPO, HDHP","Ambetter - Ambetter Bronze, Silver, and Gold plans",Amerigroup - TennCare,"Amerivantage MHMO - Amerivantage Balance Plus (HMO), Amerivantage Classic Plus (HMO-POS), Amerivantage Full Dual Coordination (HMO D-SNP), Amerivantage Dual Premier (HMO D-SNP), Amerivantage Classic (HMO), Amerivantage Balance, Dual Coordination (HMO D-SNP)",Beechstreet - PPO,Blount County Government Cigna via Allegiance,Blue Cross Networks P&S,BlueCare - TennCare,"BlueAdvantage MHMO - BlueAdvantage Sapphire (PPO), BlueAdvantage Freedom (PPO), BlueCare Plus (HMO D-SNP), BlueCare Plus Choice (HMO D-SNP), BlueAdvantage Emerald (PPO), BlueAdvantage Ruby (PPO), BlueAdvantage Diamond (PPO)","Cigna - Connect, HMO, Indemnity, LocalPlus, OAP/Open Access Plus, PPO",Coventry - PPO,"Humana - HMO, Indemnity, POS, PPO","Humana Gold Plus HMO, HumanaChoice PPO, HumanaChoice Regional PPO, Humana Gold Plus SNP-DE",Multiplan - PPO,TennCare Select - TennCare,Three Rivers - PPO,UHC Community Plan - TennCare,"UnitedHealthcare - All Savers Health Plan, Heritage/UHC of the River Valley, Sures, TN Individual Exchange Benefit Plan, UHC Choice/Choice Plus, UHC Choice Advanced/Choice Plus Advanced, UHC Core/Core Essential, UHC EDGE, UHC Navigate, UHC Options PPO","WellCare - Wellcare Dual Access (HMO D-SNP), Wellcare Giveback Open (PPO), Wellcare No Premium (HMO-POS), Wellcare No Premium (PPO), Wellcare Assist (HMO), Wellcare Giveback (HMO), Wellcare Patriot Giveback (HMO-POS)"
3100004,,MED/SURG RM CHG 1-N,,,,0110,"$1,488.00",$505.92,"$1,190.40","$1,339.20",N/A,"$1,339.20",N/A,N/A,N/A,"$1,249.92",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$1,190.40",N/A,"$1,190.40",N/A,N/A,N/A
3100006,,TELEMETRY RM CHG 1-N,,,,0110,"$1,619.00",$550.46,"$1,295.20","$1,457.10",N/A,"$1,457.10",N/A,N/A,N/A,"$1,359.96",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$1,295.20",N/A,"$1,295.20",N/A,N/A,N/A
3100010,G0378,1N-CRU OBSERVATION ROOM,,,,0762,$62.00,$21.08,$14.27,$62.00,N/A,$55.80,N/A,N/A,N/A,$52.08,$56.00,$62.00,$14.27,N/A,$59.00,$44.64,$59.00,N/A,$49.60,N/A,$49.60,$56.00,$56.00,N/A
3100035,92960,CARDIOVERSION - CRU,,,,0480,"$1,043.00",$354.62,$59.88,$938.70,N/A,$938.70,N/A,N/A,N/A,$876.12,$573.65,$813.66,$165.99,N/A,$510.88,$750.96,$59.88,N/A,$834.40,$189.64,$834.40,$595.00,$595.00,N/A
3120001,,MED/SURG RM CHG 2-N,,,,0110,"$1,488.00",$505.92,"$1,190.40","$1,339.20",N/A,"$1,339.20",N/A,N/A,N/A,"$1,249.92",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$1,190.40",N/A,"$1,190.40",N/A,N/A,N/A
3120003,,INTERMED RM CHG- 2 NORTH,,,,0214,"$2,717.00",$923.78,"$2,173.60","$2,445.30",N/A,"$2,445.30",N/A,N/A,N/A,"$2,282.28",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$2,173.60",N/A,"$2,173.60",N/A,N/A,N/A
3120010,G0378,2 NORTH OBSERVATION ROOM,,,,0762,$62.00,$21.08,$14.27,$62.00,N/A,$55.80,N/A,N/A,N/A,$52.08,$56.00,$62.00,$14.27,N/A,$59.00,$44.64,$59.00,N/A,$49.60,N/A,$49.60,$56.00,$56.00,N/A
3120025,,2 NORTH TREATMENT ROOM,,,,0360,"$1,120.00",$380.80,$896.00,"$1,008.00",N/A,"$1,008.00",N/A,N/A,N/A,$940.80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$896.00,N/A,$896.00,N/A,N/A,N/A
3121005,,TELEMETRY RM CHG 2-N,,,,0110,"$1,619.00",$550.46,"$1,295.20","$1,457.10",N/A,"$1,457.10",N/A,N/A,N/A,"$1,359.96",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$1,295.20",N/A,"$1,295.20",N/A,N/A,N/A
3129994,,2-NORTH TRANSFUSION TX,,,,0391,"$4,038.00","$1,372.92",$337.00,"$3,634.20",N/A,"$3,634.20",N/A,N/A,N/A,"$3,391.92",N/A,N/A,N/A,N/A,$337.00,N/A,N/A,N/A,"$3,230.40",N/A,"$3,230.40",N/A,N/A,N/A
3140001,,MED/SURG RM CHG 4-N,,,,0110,"$1,488.00",$505.92,"$1,190.40","$1,339.20",N/A,"$1,339.20",N/A,N/A,N/A,"$1,249.92",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$1,190.40",N/A,"$1,190.40",N/A,N/A,N/A
3140003,,INTERMED RM CHG 4-N,,,,0206,"$2,717.00",$923.78,"$2,173.60","$2,445.30",N/A,"$2,445.30",N/A,N/A,N/A,"$2,282.28",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$2,173.60",N/A,"$2,173.60",N/A,N/A,N/A
3140005,,TELEMETRY RM CHG 4-N,,,,0110,"$1,619.00",$550.46,"$1,295.20","$1,457.10",N/A,"$1,457.10",N/A,N/A,N/A,"$1,359.96",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$1,295.20",N/A,"$1,295.20",N/A,N/A,N/A
3140010,G0378,4-NORTH OBSERVATION ROOM,,,,0762,$62.00,$21.08,$14.27,$62.00,N/A,$55.80,N/A,N/A,N/A,$52.08,$56.00,$62.00,$14.27,N/A,$59.00,$44.64,$59.00,N/A,$49.60,N/A,$49.60,$56.00,$56.00,N/A
3150001,,M/S SEMIPRIV RM CHG 1-E,,,,0120,"$1,488.00",$505.92,"$1,190.40","$1,339.20",N/A,"$1,339.20",N/A,N/A,N/A,"$1,249.92",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$1,190.40",N/A,"$1,190.40",N/A,N/A,N/A
3150005,,TELEMETRY RM CHG 1-E,,,,0120,"$1,619.00",$550.46,"$1,295.20","$1,457.10",N/A,"$1,457.10",N/A,N/A,N/A,"$1,359.96",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$1,295.20",N/A,"$1,295.20",N/A,N/A,N/A
3150010,G0378,1 EAST OBSERVATION ROOM,,,,0762,$62.00,$21.08,$14.27,$62.00,N/A,$55.80,N/A,N/A,N/A,$52.08,$56.00,$62.00,$14.27,N/A,$59.00,$44.64,$59.00,N/A,$49.60,N/A,$49.60,$56.00,$56.00,N/A
3150025,,1 EAST TREATMENT ROOM,,,,0360,"$1,120.00",$380.80,$896.00,"$1,008.00",N/A,"$1,008.00",N/A,N/A,N/A,$940.80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$896.00,N/A,$896.00,N/A,N/A,N/A
3170001,,MED/SURG RM CHG 4-S,,,,0110,"$1,488.00",$505.92,"$1,190.40","$1,339.20",N/A,"$1,339.20",N/A,N/A,N/A,"$1,249.92",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$1,190.40",N/A,"$1,190.40",N/A,N/A,N/A
3170003,,INTERMED RM CHG 4-S,,,,0206,"$2,717.00",$923.78,"$2,173.60","$2,445.30",N/A,"$2,445.30",N/A,N/A,N/A,"$2,282.28",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$2,173.60",N/A,"$2,173.60",N/A,N/A,N/A
3170004,,4-SOUTH ICU OVERFLOW,,,,0200,"$3,562.00","$1,211.08","$2,849.60","$3,205.80",N/A,"$3,205.80",N/A,N/A,N/A,"$2,992.08",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$2,849.60",N/A,"$2,849.60",N/A,N/A,N/A
3170005,,TELEMETRY RM CHG 4-S,,,,0110,"$1,619.00",$550.46,"$1,295.20","$1,457.10",N/A,"$1,457.10",N/A,N/A,N/A,"$1,359.96",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$1,295.20",N/A,"$1,295.20",N/A,N/A,N/A
3170010,G0378,4-SOUTH OBSERVATION ROOM,,,,0762,$62.00,$21.08,$14.27,$62.00,N/A,$55.80,N/A,N/A,N/A,$52.08,$56.00,$62.00,$14.27,N/A,$59.00,$44.64,$59.00,N/A,$49.60,N/A,$49.60,$56.00,$56.00,N/A
3175740,,HEMODIALYSIS,,,,0801,"$1,075.00",$365.50,$525.68,$967.50,N/A,$967.50,N/A,N/A,N/A,$903.00,$591.25,N/A,N/A,N/A,$525.68,$774.00,N/A,N/A,$860.00,N/A,$860.00,N/A,N/A,N/A
3175741,G0257,HEMODIALYSIS OP URGENT,,,,0829,"$1,285.00",$436.90,$225.00,"$1,156.50",N/A,"$1,156.50",N/A,N/A,N/A,"$1,079.40",$706.75,N/A,N/A,N/A,$628.37,$925.20,$718.32,N/A,"$1,028.00",N/A,"$1,028.00",$225.00,$478.00,N/A
3175742,,TPE,,,,0360,"$1,453.00",$494.02,"$1,162.40","$1,307.70",N/A,"$1,307.70",N/A,N/A,N/A,"$1,220.52",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$1,162.40",N/A,"$1,162.40",N/A,N/A,N/A
3180001,,MED/SURG RM CHG 5-N,,,,0110,"$1,488.00",$505.92,"$1,190.40","$1,339.20",N/A,"$1,339.20",N/A,N/A,N/A,"$1,249.92",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$1,190.40",N/A,"$1,190.40",N/A,N/A,N/A
3180003,,INTERMED RM CHG 5-N,,,,0214,"$2,717.00",$923.78,"$2,173.60","$2,445.30",N/A,"$2,445.30",N/A,N/A,N/A,"$2,282.28",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$2,173.60",N/A,"$2,173.60",N/A,N/A,N/A
3180005,,TELEMETRY RM CHG 5-N,,,,0110,"$1,619.00",$550.46,"$1,295.20","$1,457.10",N/A,"$1,457.10",N/A,N/A,N/A,"$1,359.96",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$1,295.20",N/A,"$1,295.20",N/A,N/A,N/A
3180010,G0378,5-NORTH OBSERVATION ROOM,,,,0762,$62.00,$21.08,$14.27,$62.00,N/A,$55.80,N/A,N/A,N/A,$52.08,$56.00,$62.00,$14.27,N/A,$59.00,$44.64,$59.00,N/A,$49.60,N/A,$49.60,$56.00,$56.00,N/A
3210001,,M/S SEMIPRIV RM CHG 2-M,,,,0120,"$1,488.00",$505.92,"$1,190.40","$1,339.20",N/A,"$1,339.20",N/A,N/A,N/A,"$1,249.92",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$1,190.40",N/A,"$1,190.40",N/A,N/A,N/A
3210003,,INTERMED RM CHG 2-MAIN,,,,0214,"$2,717.00",$923.78,"$2,173.60","$2,445.30",N/A,"$2,445.30",N/A,N/A,N/A,"$2,282.28",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$2,173.60",N/A,"$2,173.60",N/A,N/A,N/A
3210010,G0378,2 MAIN OBSERVATION ROOM,,,,0762,$62.00,$21.08,$14.27,$62.00,N/A,$55.80,N/A,N/A,N/A,$52.08,$56.00,$62.00,$14.27,N/A,$59.00,$44.64,$59.00,N/A,$49.60,N/A,$49.60,$56.00,$56.00,N/A
3210025,,2 MAIN TREATMENT ROOM,,,,0360,"$1,120.00",$380.80,$896.00,"$1,008.00",N/A,"$1,008.00",N/A,N/A,N/A,$940.80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$896.00,N/A,$896.00,N/A,N/A,N/A
3220001,,MED/SURG RM CHG MICU O/F,,,,0110,"$1,488.00",$505.92,"$1,190.40","$1,339.20",N/A,"$1,339.20",N/A,N/A,N/A,"$1,249.92",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$1,190.40",N/A,"$1,190.40",N/A,N/A,N/A
3220002,,MICU ROOM CHARGE,,,,0200,"$3,562.00","$1,211.08","$2,849.60","$3,205.80",N/A,"$3,205.80",N/A,N/A,N/A,"$2,992.08",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$2,849.60",N/A,"$2,849.60",N/A,N/A,N/A
3220003,,INTERMED RM CHG MICU O/F,,,,0206,"$2,717.00",$923.78,"$2,173.60","$2,445.30",N/A,"$2,445.30",N/A,N/A,N/A,"$2,282.28",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$2,173.60",N/A,"$2,173.60",N/A,N/A,N/A
3220005,,TELEMETRY RM CHG MICU O/F,,,,0110,"$1,619.00",$550.46,"$1,295.20","$1,457.10",N/A,"$1,457.10",N/A,N/A,N/A,"$1,359.96",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$1,295.20",N/A,"$1,295.20",N/A,N/A,N/A
3220010,G0378,MICU OBSERV/MON UNIT O/F,,,,0762,$62.00,$21.08,$14.27,$62.00,N/A,$55.80,N/A,N/A,N/A,$52.08,$56.00,$62.00,$14.27,N/A,$59.00,$44.64,$59.00,N/A,$49.60,N/A,$49.60,$56.00,$56.00,N/A
3230001,,MED/SURG RM CHG 2-E,,,,0110,"$1,488.00",$505.92,"$1,190.40","$1,339.20",N/A,"$1,339.20",N/A,N/A,N/A,"$1,249.92",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$1,190.40",N/A,"$1,190.40",N/A,N/A,N/A
3230002,,M/S SEMIPRIV RM CHG 2-E,,,,0120,"$1,488.00",$505.92,"$1,190.40","$1,339.20",N/A,"$1,339.20",N/A,N/A,N/A,"$1,249.92",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$1,190.40",N/A,"$1,190.40",N/A,N/A,N/A
3230003,,INTERMED RM CHG 2-E,,,,0206,"$2,717.00",$923.78,"$2,173.60","$2,445.30",N/A,"$2,445.30",N/A,N/A,N/A,"$2,282.28",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$2,173.60",N/A,"$2,173.60",N/A,N/A,N/A
3230005,,TELEMETRY RM CHG 2-E,,,,0110,"$1,619.00",$550.46,"$1,295.20","$1,457.10",N/A,"$1,457.10",N/A,N/A,N/A,"$1,359.96",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$1,295.20",N/A,"$1,295.20",N/A,N/A,N/A
3230010,G0378,2-EAST OBSERVATION ROOM,,,,0762,$62.00,$21.08,$14.27,$62.00,N/A,$55.80,N/A,N/A,N/A,$52.08,$56.00,$62.00,$14.27,N/A,$59.00,$44.64,$59.00,N/A,$49.60,N/A,$49.60,$56.00,$56.00,N/A
3240050,,TR-PICC INSERTION PROC.WITH US GUIDANCE,,,,0360,"$2,011.00",$683.74,"$1,608.80","$1,809.90",N/A,"$1,809.90",N/A,N/A,N/A,"$1,689.24",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$1,608.80",N/A,"$1,608.80",N/A,N/A,N/A
3250001,,MED/SURG RM CHG 5-E,,,,0110,"$1,488.00",$505.92,"$1,190.40","$1,339.20",N/A,"$1,339.20",N/A,N/A,N/A,"$1,249.92",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$1,190.40",N/A,"$1,190.40",N/A,N/A,N/A
3250004,,TELEMETRY RM CHG 5-E,,,,0110,"$1,619.00",$550.46,"$1,295.20","$1,457.10",N/A,"$1,457.10",N/A,N/A,N/A,"$1,359.96",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$1,295.20",N/A,"$1,295.20",N/A,N/A,N/A
3250005,,M/S SEMIPRIV RM CHG 5-E,,,,0120,"$1,488.00",$505.92,"$1,190.40","$1,339.20",N/A,"$1,339.20",N/A,N/A,N/A,"$1,249.92",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$1,190.40",N/A,"$1,190.40",N/A,N/A,N/A
3250010,G0378,5-EAST OBSERVATION ROOM,,,,0762,$62.00,$21.08,$14.27,$62.00,N/A,$55.80,N/A,N/A,N/A,$52.08,$56.00,$62.00,$14.27,N/A,$59.00,$44.64,$59.00,N/A,$49.60,N/A,$49.60,$56.00,$56.00,N/A
3250020,G0463,5-EAST INFUS/ONCOL CLINIC,,,,0510,$260.00,$88.40,$46.27,$234.00,N/A,$234.00,N/A,N/A,N/A,$218.40,$143.00,N/A,N/A,N/A,$56.00,$187.20,N/A,N/A,$208.00,N/A,$208.00,$46.27,N/A,N/A
3251001,36000,NONSELECTIVE CATH PLACEMENT IN VEIN,,,,0360,$30.00,$10.20,$12.36,$30.00,N/A,$27.00,N/A,N/A,N/A,$25.20,$30.00,$30.00,$30.00,N/A,$12.36,$21.60,$30.00,N/A,$24.00,$30.00,$24.00,$30.00,$30.00,N/A
3251003,62270,LUMBAR PUNCTURE DIAGNOSTIC,,,,0360,$426.00,$144.84,$37.73,$426.00,N/A,$383.40,N/A,N/A,N/A,$357.84,$426.00,$360.00,$37.73,N/A,$288.40,$306.72,$328.00,N/A,$340.80,$43.11,$340.80,$426.00,$426.00,N/A
3251010,G0463,MEDICARE E/M LEVEL W/O PX,,,,0510,$260.00,$88.40,$46.27,$234.00,N/A,$234.00,N/A,N/A,N/A,$218.40,$143.00,N/A,N/A,N/A,$56.00,$187.20,N/A,N/A,$208.00,N/A,$208.00,$46.27,N/A,N/A
3251011,G0463,MEDICARE E/M LEVEL W/ PX,25,,,0510,$260.00,$88.40,$46.27,$234.00,N/A,$234.00,N/A,N/A,N/A,$218.40,$143.00,N/A,N/A,N/A,$56.00,$187.20,N/A,N/A,$208.00,N/A,$208.00,$46.27,N/A,N/A
3252001,96372,OP IM/SQ INJECTION,,,,0260,$174.00,$59.16,$12.45,$156.60,N/A,$156.60,N/A,N/A,N/A,$146.16,$95.70,$99.00,$21.18,N/A,$85.09,$125.28,$17.24,N/A,$139.20,$24.20,$139.20,$12.45,$54.00,N/A
3252002,96374,OP IV PUSH/IV INJ INITIAL,,,,0260,$443.00,$150.62,$18.07,$398.70,N/A,$398.70,N/A,N/A,N/A,$372.12,$243.65,$99.00,$53.81,N/A,$216.63,$318.96,$49.08,N/A,$354.40,$61.48,$354.40,$18.07,$54.00,N/A
3252003,96375,OP IV PUSH/IV INJ EA ADDL DRUG,,,,0260,$270.00,$91.80,$18.07,$243.00,N/A,$243.00,N/A,N/A,N/A,$226.80,$148.50,$99.00,$23.37,N/A,$132.03,$194.40,$20.14,N/A,$216.00,$26.70,$216.00,$18.07,$54.00,N/A
3252004,96360,OP IV HYDRATION INFUSION INIT 31-60 MIN,,,,0260,$513.00,$174.42,$36.84,$461.70,N/A,$461.70,N/A,N/A,N/A,$430.92,$282.15,$99.00,$55.55,N/A,$250.86,$369.36,$42.55,N/A,$410.40,$63.47,$410.40,$36.84,$54.00,N/A
3252005,96361,OP IV HYDRATION INFUSION ADDL HOUR,,,,0260,$142.00,$48.28,$12.45,$127.80,N/A,$127.80,N/A,N/A,N/A,$119.28,$78.10,$99.00,$16.24,N/A,$69.44,$102.24,$16.45,N/A,$113.60,$18.55,$113.60,$12.45,$54.00,N/A
3252006,96365,OP IV INFUSION FIRST DRUG 16MIN-1 HR,,,,0260,$524.00,$178.16,$54.00,$471.60,N/A,$471.60,N/A,N/A,N/A,$440.16,$288.20,$99.00,$67.77,N/A,$256.24,$377.28,$85.68,N/A,$419.20,$77.42,$419.20,$64.31,$54.00,N/A
3252007,96366,OP IV INFUSION ADDL HR SAME DRUG,,,,0260,$94.00,$31.96,$12.45,$94.00,N/A,$84.60,N/A,N/A,N/A,$78.96,$51.70,$94.00,$21.94,N/A,$45.97,$67.68,$26.60,N/A,$75.20,$25.06,$75.20,$12.45,$54.00,N/A
3252008,96367,OP IV INFUSION ADDL DRUG 16M-1HR,,,,0260,$117.00,$39.78,$18.07,$105.30,N/A,$105.30,N/A,N/A,N/A,$98.28,$64.35,$99.00,$34.38,N/A,$57.21,$84.24,$37.79,N/A,$93.60,$39.28,$93.60,$18.07,$54.00,N/A
3252009,96368,OP IV INFUSION CONCURRENT,,,,0260,$85.00,$28.90,$20.48,$85.00,N/A,$76.50,N/A,N/A,N/A,$71.40,$46.75,$85.00,$20.48,N/A,$41.57,$61.20,$25.34,N/A,$68.00,$23.40,$68.00,$0.00,$54.00,N/A
3252010,96376,OP IV PUSH ADDL SAME DRUG >30 MIN LATER,,,,0260,$237.00,$80.58,$12.40,$213.30,N/A,$213.30,N/A,N/A,N/A,$199.08,$130.35,$99.00,$13.56,N/A,$115.89,$170.64,$12.40,N/A,$189.60,$15.49,$189.60,$0.00,$54.00,N/A
3252011,36430,OP TRANSFUSION BLOOD/BLOOD PROD PER DAY,,,,0391,"$2,000.00",$680.00,$38.79,"$1,800.00",N/A,"$1,800.00",N/A,N/A,N/A,"$1,680.00",$650.00,$129.33,$38.79,N/A,$337.00,"$1,440.00",$183.00,N/A,"$1,600.00",N/A,"$1,600.00",$210.00,$106.00,N/A
3252012,96401,OP CHEMO ADMIN SQ/IM NON-HORM ANTINEOPL,,,,0331,$280.00,$95.20,$25.61,$280.00,N/A,$252.00,N/A,N/A,N/A,$235.20,$154.00,$280.00,$52.08,N/A,$90.00,$201.60,$95.62,N/A,$224.00,$59.50,$224.00,$25.61,$280.00,N/A
3252013,96402,OP CHEMO ADMIN SQ/IM HORMONAL ANTINEOPL,,,,0331,$260.00,$88.40,$25.61,$260.00,N/A,$234.00,N/A,N/A,N/A,$218.40,$143.00,$124.06,$45.36,N/A,$90.00,$187.20,$39.01,N/A,$208.00,$51.82,$208.00,$25.61,$260.00,N/A
3252014,96409,OP CHEMO ADMIN IV PUSH INIT DRUG,,,,0331,$272.00,$92.48,$89.89,$272.00,N/A,$244.80,N/A,N/A,N/A,$228.48,$149.60,$272.00,$119.40,N/A,$90.00,$195.84,$131.59,N/A,$217.60,$136.42,$217.60,$89.89,$272.00,N/A
3252015,96411,OP CHEMO ADMIN IV PUSH EA ADDL DRUG,,,,0331,$204.00,$69.36,$26.59,$204.00,N/A,$183.60,N/A,N/A,N/A,$171.36,$112.20,$204.00,$69.17,N/A,$90.00,$146.88,$72.28,N/A,$163.20,$79.03,$163.20,$26.59,$204.00,N/A
3252016,96413,OP CHEMO ADMIN IV INFUSION INIT 16M-1HR,,,,0335,$562.00,$191.08,$90.00,$510.09,N/A,$505.80,N/A,N/A,N/A,$472.08,$309.10,$510.09,$168.32,N/A,$90.00,$404.64,$171.70,N/A,$449.60,$192.31,$449.60,$139.73,$318.00,N/A
3252017,96415,OP CHEMO ADMIN IV INFUS ADL HR SAME DRUG,,,,0335,$114.00,$38.76,$26.59,$114.00,N/A,$102.60,N/A,N/A,N/A,$95.76,$62.70,$109.01,$38.11,N/A,$90.00,$82.08,$36.99,N/A,$91.20,$43.54,$91.20,$26.59,$114.00,N/A
3252018,96416,OP CHEMO ADMIN START >8HR INFUSION,,,,0335,$830.00,$282.20,$74.67,$747.00,N/A,$747.00,N/A,N/A,N/A,$697.20,$456.50,$529.72,$180.47,N/A,$90.00,$597.60,$170.14,N/A,$664.00,$206.18,$664.00,$74.67,$318.00,N/A
3252019,96417,OP CHEMO ADMIN IV INF ADDL DRUG 16M-1HR,,,,0335,$224.00,$76.16,$26.59,$224.00,N/A,$201.60,N/A,N/A,N/A,$188.16,$123.20,$224.00,$82.37,N/A,$90.00,$161.28,$83.66,N/A,$179.20,$94.11,$179.20,$26.59,$224.00,N/A
3252021,96521,OP REFILL PORTABLE PUMP,,,,0260,$542.00,$184.28,$54.00,$487.80,N/A,$487.80,N/A,N/A,N/A,$455.28,$298.10,N/A,$149.05,N/A,$265.04,$390.24,$176.62,N/A,$433.60,$170.28,$433.60,$57.32,$54.00,N/A
3252024,96523,OP IRRIG IMPL VEN ACCESS DEV FOR DRUG DL,,,,0260,$95.00,$32.30,$18.12,$85.50,N/A,$85.50,N/A,N/A,N/A,$79.80,$52.25,N/A,$27.33,N/A,$46.46,$68.40,$33.42,N/A,$76.00,$31.22,$76.00,$18.12,$54.00,N/A
3252025,,OP BEDSIDE PROCEDURE (TECH CMP),,,,0360,"$1,120.00",$380.80,$896.00,"$1,008.00",N/A,"$1,008.00",N/A,N/A,N/A,$940.80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$896.00,N/A,$896.00,N/A,N/A,N/A
3252026,G0008,INFLUENZA VACCINE ADMINISTRATION,,,,0771,$134.00,$45.56,$12.57,$120.60,N/A,$120.60,N/A,N/A,N/A,$112.56,$69.85,$97.79,N/A,N/A,$65.53,$96.48,$20.48,N/A,$107.20,N/A,$107.20,$12.57,N/A,N/A
3252027,G0009,PNEUMOCOCCAL VACCINE ADMINISTRATION,,,,0771,$134.00,$45.56,$12.57,$120.60,N/A,$120.60,N/A,N/A,N/A,$112.56,$69.85,$97.79,N/A,N/A,$65.53,$96.48,$20.48,N/A,$107.20,N/A,$107.20,$12.57,N/A,N/A
3252028,G0010,HEPATITIS B VACCINE ADMINISTRATION,,,,0771,$141.00,$47.94,$17.39,$126.90,N/A,$126.90,N/A,N/A,N/A,$118.44,$69.85,$97.79,N/A,N/A,$68.95,$101.52,$20.48,N/A,$112.80,N/A,$112.80,$17.39,N/A,N/A
3252029,90471,OTHER VACCINE ADMIN FIRST VACCINE,,,,0260,$141.00,$47.94,$5.15,$126.90,N/A,$126.90,N/A,N/A,N/A,$118.44,$77.55,$97.79,$5.15,N/A,$68.95,$101.52,$20.48,N/A,$112.80,$5.88,$112.80,$12.57,$54.00,N/A
3252030,90472,OTHER VACCINE ADMIN SECOND VACCINE,,,,0260,$115.00,$39.10,$5.79,$103.50,N/A,$103.50,N/A,N/A,N/A,$96.60,$63.25,$49.60,$5.79,N/A,$56.24,$82.80,$15.52,N/A,$92.00,$6.62,$92.00,$8.11,$54.00,N/A
3252031,36591,OP BLOOD DRAW FROM IMPL VEN.ACCESS DEV,,,,0360,$113.00,$38.42,$20.34,$113.00,N/A,$101.70,N/A,N/A,N/A,$94.92,$113.00,$113.00,$20.34,N/A,$113.00,$81.36,$113.00,N/A,$90.40,$23.24,$90.40,$113.00,$113.00,N/A
3252032,36592,BLOOD COLLECTION FROM PICC,,,,0360,$119.00,$40.46,$25.17,$119.00,N/A,$107.10,N/A,N/A,N/A,$99.96,$113.00,$119.00,$25.17,N/A,$113.00,$85.68,$113.00,N/A,$95.20,$28.76,$95.20,$119.00,$119.00,N/A
3252033,36680,INTRAOSSEOUS INFUSION,,,,0360,$387.00,$131.58,$144.61,$840.25,N/A,$348.30,N/A,N/A,N/A,$325.08,$351.00,$360.00,$840.25,N/A,$144.61,$278.64,$183.00,N/A,$309.60,$387.00,$309.60,$210.00,$210.00,N/A
3252034,90460,IMMUN ADMIN <18 ANY ROUTE 1ST VACC,,,,0771,$141.00,$47.94,$20.48,$126.90,N/A,$126.90,N/A,N/A,N/A,$118.44,$69.85,$97.79,$24.31,N/A,$68.95,$101.52,$20.48,N/A,$112.80,$27.77,$112.80,$0.00,N/A,N/A
3252035,90461,IMMUN ADMIN <18 ANY ROUTE ADDL VACC,,,,0771,$129.00,$43.86,$12.22,$116.10,N/A,$116.10,N/A,N/A,N/A,$108.36,$64.35,$49.60,$12.22,N/A,$63.08,$92.88,$15.52,N/A,$103.20,$13.96,$103.20,$0.00,N/A,N/A
